41761,62871,41066,42231,41323
50308,52782,45691,41716,40059
46701,44780,56632,65137,55384
83003,79898,66786,123657,103789
45078,41605,95304,39143,41881
72491,110352,63682,62158,69370
61570,81608,59743,59555,66586
40391,60144,41999,39417,42620
47037,74539,39635,40144,44837
45264,41880,45583,40650,43800
43693,40950,39229,41858,44721
46225,42893,42439,41278,40451
41885,43420,44897,51726,43757
42959,45065,39850,39748,41254
44447,40541,42289,40552,41777
43842,51994,39710,48244,44048
46176,41404,39310,40496,43379
44753,54098,38846,49704,69899
44549,43221,41065,40426,40499
43557,41887,44148,39674,43766
42253,41422,39884,40840,41905
49047,42602,40245,43528,41106
43388,40452,43960,42274,42471
43923,46012,43911,42634,38493
43310,43442,38943,39569,41493
42493,41343,40760,46503,43059
49354,42801,40826,39481,45008
51907,67140,41466,40592,40225
46537,41822,41881,41418,44611
41830,41349,39065,41397,40152
43338,51253,39344,43393,53942
40585,41403,41285,39077,48875
42201,40953,50600,39847,43487
46374,40624,39730,42712,40324
46266,43451,39720,40600,42562
44104,43061,45643,41188,42883
46540,42217,40414,41812,50168
50187,48907,46944,43842,43693
42843,42645,40756,42867,39998
45566,43177,46673,41912,40792
42776,45019,42497,42284,39903
41919,42339,39451,44590,41625
44859,58352,39967,42152,44174
42331,41017,51488,49759,46014
52551,44381,41621,43525,39727
41811,63906,39692,47202,41246
42964,41624,39739,39541,42528
54972,68382,50276,45127,54922
63327,51513,41295,65615,56511
42417,42714,44208,42126,40193
49529,45242,46517,46291,45510
41613,43621,50200,42478,43029
42636,41504,44058,43724,45776
41642,41425,44570,41183,41004
41313,42688,44898,40877,41492
45450,45297,40447,43368,48480
46106,41087,47195,46310,51694
44868,55750,40227,40227,42946
43349,44399,40601,40562,41481
43197,43530,40692,39531,46402
43506,41341,41988,39172,41482
46003,46242,40110,41072,42721
42605,41955,42468,43270,43283
40910,43102,46542,44882,43875
40918,42439,40742,40493,41612
48574,46407,39825,41946,49692
41235,42377,43545,41764,46286
45785,41553,41482,39795,43219
47573,40585,43444,42604,43545
41993,42453,43742,45733,42641
42766,42581,46329,45321,39990
44326,42304,39505,39506,41000
45229,44218,41095,45759,43102
41977,40573,41441,47109,44987
48436,44613,40127,40395,43499
42220,42136,38951,46020,41469
45086,41476,39050,40855,41140
40810,50487,39026,44937,40643
41891,55348,43469,39096,44733
42829,44400,43832,41693,41475
47765,52554,41262,39951,41508
47223,42158,48006,46092,45073
52871,50022,44994,41132,41667
45653,42188,41318,40259,44260
40388,53670,43842,41679,42407
44848,49117,37822,41871,49968
43831,42797,50930,52584,50349
44387,56522,39806,41410,40857
48622,40978,40747,40389,40984
42258,42839,42101,43105,41172
41984,41068,39048,40335,41221
49003,43315,39795,41502,44447
41725,41040,42114,45488,41046
41557,43825,40622,58898,40361
43176,46373,39394,39704,41681
43315,43461,40024,45691,40677
41399,40797,44036,43009,43763
45389,51149,40736,39867,44866
42818,40530,49973,50309,44290
44878,44392,44121,44732,40735
