85709,89984,61097,73191,80808
60676,68150,64282,67484,62766
61927,66497,141366,100403,60685
102826,193924,143253,107448,66198
97568,127857,101869,89119,89227
73247,102005,97220,71475,60138
63079,65662,79112,69146,67940
63984,64431,65614,62756,60908
64333,80428,94634,63123,64999
61663,72182,59204,63337,65945
62298,73883,64396,61862,61645
66410,65566,60497,67935,64391
62271,71616,60836,61572,63442
82157,85247,76443,67940,60728
66656,78060,69275,64269,62709
61494,102596,64064,68304,67750
65009,75025,59173,65457,71740
60272,66362,59716,65940,65052
62795,64339,74292,61204,63738
64371,73360,63255,62956,68075
60463,70415,70639,62902,75009
68537,70354,61408,60691,63729
67641,68391,62322,65025,67550
65993,68975,62860,62255,64664
61777,65051,59727,60729,59765
67557,84334,78836,66513,65247
74213,80505,57107,62037,66517
61468,72518,73639,70005,61489
61944,88358,64783,62162,66085
65762,66083,63750,68414,86536
62954,69010,61963,68211,64935
62843,67602,61442,73707,62706
58861,66418,74671,66998,63439
69500,84275,59948,63781,71506
69645,71608,63551,62178,66337
68671,67487,60452,76059,66380
67736,64394,64638,65493,63043
77984,64965,58420,62560,61662
72749,65383,61042,63020,66403
63509,65259,64876,66980,64367
67866,85071,58747,61923,65340
66143,68806,65414,61780,62212
65801,67894,61608,62015,64540
67384,73035,65392,68210,74688
70552,79717,66031,73882,72869
62024,70891,79976,89212,77060
61614,65670,201523,188390,132721
211998,185652,98157,68731,77633
110290,73786,65601,62693,62658
101579,89227,61362,67558,82641
112345,74686,65083,76516,81749
65127,69413,68377,79575,70727
72713,82868,64022,66449,67815
71181,90407,60722,69489,66326
65810,67442,62030,63637,69274
65589,67213,73650,64812,63087
61923,86088,63523,67178,65209
64194,68020,60085,62244,65071
60615,71611,68909,61376,64961
64358,77044,61375,66176,64155
62801,77950,81185,62748,63571
62878,81437,71366,62144,61416
78507,66609,64427,61866,63598
61564,63941,67063,63415,64367
96176,67747,62228,64016,88972
62368,65332,60992,63150,72325
59988,65241,79061,61816,66634
62533,69009,59787,63682,63573
65482,65590,62881,61163,70105
62755,69695,59349,61863,70258
66820,64659,60752,62001,70969
69055,68798,59662,62492,61905
62926,71428,60757,66106,61346
63874,66603,61474,69294,71946
62696,69909,60614,62535,66082
61955,65902,60038,64142,64244
65865,74114,66960,63071,65108
75217,84315,65322,64813,62642
62213,74293,57777,64236,63065
67244,65474,65864,64122,63323
88159,104890,80068,82168,68789
76122,80175,61846,74611,77506
78133,81427,71573,63704,74373
69788,68461,62761,62487,63559
69826,75527,64685,69142,73192
70167,78786,68595,72401,78983
63473,70238,71982,67983,78705
66757,81329,72459,71218,72336
71763,83424,61683,68520,82181
61176,65034,66951,71449,65769
81332,79380,64452,69515,74588
63393,69717,61665,68704,68917
77762,78535,67781,63703,71162
62445,83726,90887,209931,240233
82797,112815,96654,68376,76181
81898,101354,79358,93979,90507
131200,93991,79108,68369,85175
67290,94951,73215,67872,68206
71897,71663,65193,76062,66181
69291,68283,64482,78405,77049
