1754,2858,1719,1837,4308
1984,2716,4940,1786,1813
2028,1949,2034,1834,1935
2140,2116,10433,7384,2022
5928,7765,2686,5938,3472
1864,2023,1810,2244,1772
1841,2064,1753,1676,1758
7229,1848,1629,1661,1755
1910,2178,1612,1712,1724
4233,1960,1605,1710,1573
1704,2007,1634,1582,1641
2494,2387,3608,7064,2751
2214,4359,1982,2086,2052
2212,2447,2122,2040,2106
2663,2617,2737,2436,2122
4469,4616,3195,3815,6554
2879,3779,2356,2573,2496
2463,2828,2441,2346,2383
2368,2829,4551,6735,2389
2138,5343,1988,2031,1975
2237,2485,1911,2080,2057
2021,2321,3078,2157,2100
3828,7306,2628,2444,2202
1785,1971,1534,1796,1688
2207,1883,16555,2250,2338
7100,3085,2238,2626,3585
2522,2144,2210,2346,2092
2164,2317,2148,2271,2093
2295,2603,1552,2270,2509
5943,1869,1830,2915,2867
1840,1787,2983,3853,5823
5258,6465,1683,5515,3574
6298,2649,4417,1741,1664
5340,5037,2631,4096,1627
3405,1834,1593,5711,2894
5110,3960,5246,2831,6229
3585,5364,5091,3232,4273
3611,3643,4044,1953,4142
4562,9512,5948,8315,3093
3241,6228,3754,3253,3314
3361,8294,8572,3838,4607
7629,7249,6058,5433,5498
8573,10526,4002,6999,4564
10043,11800,10144,9586,5058
9631,9364,4517,6016,3795
5520,5405,8769,10781,12302
7259,9618,3941,11654,10564
8240,9683,5577,6241,9997
9172,4978,3019,5136,6948
6044,4112,3344,1662,10555
4564,6481,5635,8840,2582
4173,7240,11797,2010,6645
9237,4287,8169,6092,4900
10715,6577,3847,7979,5280
8460,8880,6668,3509,4876
5351,8987,3619,7283,4882
4887,10144,5287,6725,2426
5653,10644,13954,7463,9116
10567,14264,4710,5975,4070
6101,5198,8729,3807,3610
3203,5500,3892,2934,6287
4449,6211,4524,6509,3688
8861,4719,3943,6991,4575
5220,8024,4518,5948,5083
6841,6044,6636,3327,4296
3479,5171,2933,4016,6428
1808,7214,1674,1876,1711
6107,2069,2967,7932,2652
7634,1927,1712,1873,2006
1993,2047,1631,1882,2116
1827,1842,3282,4549,8930
2162,6775,2014,1851,1748
1787,2034,4523,1639,1749
1792,1989,4797,9185,1890
4158,10414,7022,5817,3156
1695,1964,1867,1624,5174
6194,5966,2457,4099,4407
2295,4096,1722,1746,1797
2189,2449,1771,1882,2123
1880,2285,2534,2642,2278
1701,1872,1975,1680,1596
2013,1825,1825,1640,1716
1721,1849,1681,1629,1760
1975,1822,1641,1755,2034
1806,1906,1673,1847,1603
1696,1844,2403,1838,1696
1748,1856,2156,1584,1649
1728,1882,1718,1792,1627
1835,1748,1725,1620,1571
1986,1867,1868,1647,1646
1898,1816,1645,1738,2304
1763,2177,1828,1738,1830
1920,1953,1726,2009,1693
1827,1783,2141,1858,1634
2067,2207,1899,1822,2081
1985,2129,1941,2053,1823
2093,2088,2141,2114,2218
2032,2331,1805,2044,1850
1891,2177,1907,1791,1896
1942,2211,2103,2132,1866
