8007,7748,9293,16382,8338
7577,8134,7440,10001,8761
9102,15105,15015,13376,10349
7631,11605,7537,7808,7806
7621,10776,8231,9716,7655
7470,8184,8251,8085,7471
8952,11747,7787,7590,7725
7445,8553,9255,7825,7738
13495,17244,10696,14728,15055
7651,8016,7686,7558,7741
8207,10309,9044,8623,8141
8066,8616,15746,8051,8475
16505,16023,15630,15931,13594
15762,15510,16607,25233,16314
24139,23012,21386,22381,26849
15612,26067,15617,14317,17314
8017,9948,7944,9635,10306
8520,8287,8211,8525,8409
8574,11478,7737,10050,8026
8372,9331,7487,7432,7800
14443,9484,26877,20147,14364
27881,30250,15239,15797,23451
14986,18692,10649,16356,20862
12569,11180,11473,14449,10234
14090,13281,10765,14687,13143
15495,11770,17247,24959,16597
16230,16410,17146,15954,24927
15845,15939,15349,16114,20224
9926,15879,13307,15717,13971
17999,17331,7947,11044,24266
7944,8612,8006,7664,7980
7169,9635,7604,7594,7544
8554,8426,7371,7818,8548
8447,10595,9470,9680,8237
24450,10533,18874,16608,17908
7951,10169,8916,8188,8104
7328,9512,7436,8064,7706
8120,7860,7391,7589,7932
8013,10380,7714,7673,7408
7600,8198,7774,8387,7519
9316,13843,8402,8448,8447
8896,8759,12324,8754,15182
8544,11216,7617,7796,8156
7952,9560,7876,7789,7716
7791,7754,7422,9012,8505
7389,9899,7836,7567,7640
7505,7763,9256,7962,7451
7427,9916,7514,7344,7624
7936,7713,7846,8158,9220
8953,11514,9490,9551,11046
9397,9936,8060,8584,10288
7473,8064,7592,7447,7665
7895,11520,7385,7230,7778
9200,8181,7831,7961,7338
7585,9825,7470,7614,9608
9891,11278,10859,8618,9251
7635,7962,7514,7599,7632
7817,9790,9389,8635,8431
7578,7774,7578,7962,7564
7570,9676,8823,7697,7297
7824,7877,8344,8802,8764
8145,11275,8081,7573,7436
8288,11289,7354,7475,7339
7623,11000,7686,7631,7460
9127,8843,7744,7559,8381
7884,9496,7950,7668,7895
9022,8103,7729,8479,7838
7882,9842,11302,14033,9838
16499,12754,8720,11860,10999
8459,8603,7473,7933,8618
7411,9711,7303,7745,9256
8214,7830,7459,7333,7428
7774,9840,7842,7475,8647
7861,10399,7637,7633,8181
7577,9761,7777,7778,7284
8248,8598,7448,8389,8720
7397,9521,8247,7470,7748
9425,9429,7604,7889,7967
7154,9767,7767,7772,7539
8138,7894,7716,8705,7951
7978,15674,9288,7935,10175
7872,9203,7233,8550,7626
9252,13918,7372,7696,7811
7941,7937,8616,7779,7555
8604,11376,7668,7631,7813
7823,7962,7339,7678,8260
7538,10567,7688,7917,7651
9079,9549,8338,9139,8385
8874,9258,8670,8874,8227
7457,11055,7441,8170,7790
8547,7819,7246,7533,8201
7696,9687,7731,7666,7674
9634,9079,10025,9318,12790
7662,8556,7862,7583,7949
8625,11194,7892,9257,8164
14528,16061,8058,16351,17542
7423,8624,9590,7383,7550
7767,9087,7700,9486,9430
8798,11153,7643,7705,7694
7385,8063,7752,7604,7421
