21193,22191,29144,20920,19556
27586,26208,21147,21776,21567
19703,20952,28130,25905,23357
28685,25544,19985,22189,22086
19925,21027,19984,19859,21891
19815,21411,41471,41285,22234
46676,43464,54745,61237,52107
38993,54402,20428,22830,20786
19929,20644,28697,19604,21696
65051,54603,38910,40536,42757
36813,28637,31979,28907,29454
32827,37069,32292,31128,32112
34825,44485,35364,34005,34385
33223,33925,26464,28319,27002
22514,25961,37095,20949,20152
22769,42807,23671,33357,25925
23468,21417,19527,22342,25435
26576,25548,20941,21044,19544
21184,19924,20409,20945,24318
21972,20722,19613,20928,23293
20738,23598,19176,19772,22140
21200,20221,19362,20211,21868
22024,20411,24235,22045,25988
20847,24412,19325,21456,24120
19715,21583,20148,20282,21797
19780,36298,21493,29658,23715
20607,20514,20770,21200,23495
20041,19939,20520,22028,21990
25545,26169,21684,20115,24826
22420,21507,19743,19625,28043
19852,20616,19401,22396,21907
24061,25739,22522,20066,22077
20396,20135,21613,19741,22156
20250,21358,22793,21190,30388
19917,20681,19736,20973,21946
27273,23798,24448,27553,27090
26595,22264,25614,27120,33774
19613,20031,20270,20529,21536
20428,19899,20270,19466,22942
21511,20391,22689,21793,22805
19509,20439,20314,22671,22977
19645,20133,19485,20637,21967
23477,22089,21198,20150,23330
22768,20387,20188,20500,27966
21715,20383,19860,19229,22543
24719,28811,21461,21755,22360
19737,21895,20215,20421,21410
19626,21002,26213,20368,21454
19814,20724,23012,21494,22882
22431,22698,19547,21622,22102
26795,23281,19547,24569,27581
20413,24011,20029,20891,22488
27650,24287,19835,20874,22111
27422,21932,19759,23822,21915
19703,20888,19805,19936,22276
19850,20277,29427,25928,21947
22170,36630,19575,20217,20859
20171,21390,27498,22317,22298
26527,25574,26137,27816,22627
19878,22171,22439,20076,21920
19784,20738,20159,21037,22067
19862,20373,21055,21554,27731
20242,22811,20225,21420,31753
20707,21952,19901,20894,21991
23572,20201,19810,20589,21813
21667,22702,20099,19620,22944
20377,20529,22124,22551,28026
24197,25626,22475,20528,19671
21720,20060,20479,20190,26748
19331,21276,19762,20174,21485
19746,24399,21135,20155,22038
19928,23556,21808,19697,21745
22648,22345,22914,22566,22268
33108,24232,19971,20407,24493
19476,20203,21220,19786,26666
20084,21556,19272,21299,36333
20283,19860,19691,20761,21929
19858,22650,20321,22456,21720
29950,21964,21060,19445,22449
21431,20698,20568,21169,23272
20030,19900,20551,20109,22606
21432,21153,21168,25002,22415
20900,23635,19915,20579,22210
20945,20873,27161,21293,22439
19767,25219,20073,19355,23533
20927,19901,21563,19898,21207
23393,22490,22391,21674,24417
20460,22936,19848,20535,24143
21410,21757,19464,19963,22779
19741,19826,23056,23465,21790
19879,20080,20922,19536,22035
20859,20941,24753,19914,23104
20338,22339,21499,21462,25551
21264,21211,36666,28288,29421
46747,40513,33752,44670,43272
20015,22692,19858,19939,21814
19917,25261,19446,19937,21589
19533,26641,20598,19492,21914
20999,20760,20406,19882,21479
19281,21161,23764,19846,22427
